"Empresas:";"046-QUATAI"
"Almoxarifados:";"GRUPO CSC, INICIALIZAR KM PEÇAS, DESATIVADO, VIÇOTUR, TRES FRONTEIRAS, PARACATU VENDAS, PARACATU, TRES MARIAS, VAZANTE, JOAO PINHEIRO, VARZEA DA PALMA, LASSANCE, CORINTO, JACOBINA, PRIMUS TURISMO, ITABIRA, TEIXEIRAS, VIÇOSA SERVICE, JUATUBA, DESATIVADO, SANFER VIÇOSA, SANFER ITABIRITO, VIACAO VICOSA, ANSAL VITORINO, ANSAL BANDEIRANTES, VIAÇÃO NOROESTE, LAFAIETE, CONGONHAS, GRANBERY EMPREENDIMENTOS, RIO BRANCO, GODINHOS, UNAI, ALTO HORIZONTE, POUSO ALEGRE, ALMOXAIRFADO LAJU, PLANALTO VIÇOSA, CURVELO, ARIPUANÃ, UBA, INATIVO - ALTO HORIZONTE, QUATAI, ITAGUAI, ITAPETINGA, AGUA CLARA, ARACAJU, DESATIVADO, BARÃO DE COCAIS, TRANSPORTADORA CARAÇA, BOCAIUVA, MINEIROS, MACHADO, SAO FRANCISCO, CAMAPUÃ, DOURADOS, CRIXAS, JATAI, RIO VERDE, PRIMAVERA, MINACU, RESENDE, VICOSA SERVICOS ITAPETINGA, MOOV, ITABIRITO, ESKAVA MINA, PIRAI, PARAÍBA DO SUL, INATIVO - ITABIRA, INATIVO - JUATUBA, INATIVO - JUATUBA, INATIVO - JUATUBA, INATIVO - ANSAL FILIAL, INATIVO - ANSAL MATRIZ, INATIVO - RIO BRANCO, INATIVO - UBÁ, INATIVO - ITAPETINGA, INATIVO - ITAPETINGA, INATIVO - ITAPETINGA, INATIVO - UNAI, INATIVO - MACUCO, INATIVO - PARACATU, INATIVO - ITABIRITO, INATIVO - ITABIRITO, INATIVO - TRÊS FRONTEIRAS, INATIVO - PARACATU, INATIVO - ITABIRA"
"Grupos de Produtos:";"LUBRIFICANTE, GRAXA E ADITIVOS, PECAS E ACESSORIOS, BORRACHARIA, SINISTRO, BATIDAS E PINTURAS, SERVICOS EXTERNO VEICULAR"
"Subgrupos de Produtos:";"Todos"
"Produto:";"00000000000 a 99999999999"
"Período:";"28/05/2026 a 28/05/2026"
"Tipo de Relatório:";"Detalhado"
"Imprimir PMU:";"Não"
"Quebrar por Subgrupo::";"Não"
"Imprimir Produtos Inativos:";"Sim"
"Imprimir Apenas Produtos Movimentados:";"Nao"
"Imprime Apenas Produtos com Contabilização de Saída:";"Não"

Empresa: 046 - QUATAI
Almoxarifado: 446 - QUATAI
Grupo: 04 - LUBRIFICANTE, GRAXA E ADITIVOS
Produtos;Saldo Ant.;Total (R$);Qtd. Entrada;Valor (R$);Qtd. Saída;Valor (R$);Saldo;Total (R$);Locação;
"314979 - CASCO UNIDADE INJETORA MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315033 - SUPORTE CANO DESCARGA MB1721";"2,000";"197,33";"0,000";"0,00";"0,000";"0,00";"2,000";"197,33";"B5";
"315150 - JUNTA VEDACAO CAVALETE DAGUA MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315240 - MANGUEIRA ENTRADA AR ADMISSAO FILTRO";"1,000";"21,30";"0,000";"0,00";"0,000";"0,00";"1,000";"21,30";"";
"315250 - TUBO ENCHIMENTO OLEO MB1417";"2,000";"456,50";"0,000";"0,00";"0,000";"0,00";"2,000";"456,50";"B2-2";
"315255 - CORREIA MOTOR VW9150";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315311 - SILICONE ALTA TEMPERATURA CINZA 85G";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B4-5";
"315328 - JOGO PECAS REPARO PISTAO GR VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315512 - SELOS DAGUA BLOCO ORIGINAL 60MM MOTO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315516 - SELOS DAGUA BLOCO ORIGINAL 20MM MOTO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315517 - VALVULA ESCAPE CABECOTE CILINDRO MAN";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315644 - CARCACA CONEXAO BOMBA DAGUA MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315645 - BICO INJETOR ARLA 32 MB1519";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315678 - VALVULA RETORNO BOMBA ARLA FASE MB15";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315795 - ANEL VEDACAO ORING LUVA BICO INJETOR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315891 - TURBINA B1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315988 - MANGUEIRA COPO CP3 INJECAO COMBUSTIV";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315989 - MANGUEIRA RETORNO INJECAO COMBUSTIVE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"315990 - MANGUEIRA FILTRO CP3 INJECAO COMBUST";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316126 - ADAPTADOR TUBO COMBUSTIVEL VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316128 - MANGUEIRA SAIDA FILTRO DIESEL/BOMBA ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316145 - JUNTA TUBO OLEO MOTOR MAN VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316207 - FILTRO COMBUSTIVEL COMPLETO CARCACA ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316323 - VALVULA ADMISSAO MOTOR 904/924 MB141";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316324 - VALVULA ESCAPE MOTOR 904/924 MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316325 - VALVULA LIMITADORA PRESSAO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"E1-2";
"316336 - ABRACADEIRA TURBINA VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316430 - PINO GUIA MANCAL BLOCO MOTOR MAN VW1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316496 - BRONZINA MANCAL 2 FUROS OBILONGO STA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316673 - DISCO ENCOSTO MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316815 - COLETOR ADIMISSAO OLEO MOTOR 904/924";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316855 - VARETA NIVEL OLEO 535MM MB14171";"1,000";"18,90";"0,000";"0,00";"0,000";"0,00";"1,000";"18,90";"C";
"316856 - MANCAL ALTERNADOR DIANTEIRO MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316898 - ARRUELA ENCOSTO INFERIOR MAN VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316899 - ARRUELA ENCOSTO SUPERIOR MAN VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317032 - BOMBA COMBUSTIVEL ALTA PRESSAO MOTOR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317054 - KIT PISTAO MOTOR ANEL 924LA MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317200 - VALVULA PRESSAO EIXO DIANTEIRO MB141";"1,000";"700,00";"0,000";"0,00";"0,000";"0,00";"1,000";"700,00";"";
"317275 - VOLANTE MOTOR 924LA MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317951 - HASTE TUCHO VALVULA ADMISSAO MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318132 - PARAFUSO MANCAL MOTOR MAN VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318248 - FLAUTA DISTRIBUIDOR COMBUSTIVEL MAN ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318268 - BUCHA BIELA MOTOR 926 MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318271 - BRONZINA MANCAL FIXO 0,25 MAN VW1723";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318307 - VALVULA LADRAO BOMBA INJETORA VW1723";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318352 - JUNTA VEDACAO TUBO RETORNO OLEO MB14";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318379 - SUPORTE FILTRO LUBRIFICANTE OLEO MOT";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1-5";
"318383 - ESPACADOR BOMBA OLEO MOTOR MAN VW172";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318450 - RETENTOR ANEL VALVULA ADMISSAO MOTOR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318451 - JUNTA CAIXA DISTRIBUICAO TRASEIRO VW";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318453 - BRONZINA ARVORE MANIVELA 0,10 MOTOR ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318454 - PRISIONEIRO TURBINA MOTOR VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318499 - COXIM DIANTEIRO MOTOR MBO500/1721";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318581 - ANEL DISTANCIADOR SEGUNDO NECESSIDAD";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318692 - PARAFUSO SEXTAVADO ACO 10.9 M8X16";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318695 - ANEL VEDACAO CARTER OLEO BLOCO 31X39";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318696 - CONECTOR CABOS BOMBA DAGUA MAN VW172";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318697 - PARAFUSO SEXTAVADO FLANGEADO CARTER ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318698 - ANEL VEDACAO BOMBA AGUA MAN 14,7X22X";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318706 - JUNTA BOMBA OLEO MB916";"6,000";"8,40";"0,000";"0,00";"0,000";"0,00";"6,000";"8,40";"";
"318808 - LUVA APERTO SENSOR MOTOR MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318974 - BRONZINA BIELA 0,10 MAN VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318991 - CORREIA ALTERNADOR 8PK1375";"2,000";"82,07";"0,000";"0,00";"0,000";"0,00";"2,000";"82,07";"";
"319020 - BICO INJETOR MOTOR MAN VW17230 REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319097 - CAMISA BICO INJETOR MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1-5";
"319174 - JUNTA COLETOR ESCAPE MOTOR MB924LA M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319188 - TUBULACAO COMBUSTIVEL BLOCO MOTOR CI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1-5";
"319217 - SUPORTE MOTOR LE MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319218 - SUPORTE MOTOR LD MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319553 - BICO INJETOR MOTOR 924LA MB1417";"4,000";"2.200,00";"0,000";"0,00";"0,000";"0,00";"4,000";"2.200,00";"";
"319659 - CABO COMANDO VERMELHO MAN VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320204 - SELO COMANDO VEDACAO 25MM MOTOR 366A";"3,000";"45,27";"0,000";"0,00";"0,000";"0,00";"3,000";"45,27";"B2-3";
"320250 - FILTRO SEPARADOR AGUA ELEMENTO 924/9";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A1-2";
"320251 - TUBULACAO FILTRO BOMBA COMBUSTIVEL M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1-5";
"320361 - PARAFUSO TENSOR CORREIA 10X90 MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C1-2";
"320564 - UNIDADE COMANDO MODULO MOTOR VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320570 - MOLA VALVULA CABECOTE MAN VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320588 - SENSOR TEMPERATURA MOTOR 924LA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320708 - TAMPAO BORRACHA MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B2-3";
"320721 - CONECTOR BOMBA AGUA VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320752 - ENGRENAGEM BOMBA COMBUSTIVEL ALTA PR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320756 - TAMPA DISTRIBUICAO INTERNA MAN VW151";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320863 - PORCA TURBINA ACO COBREADO M10 MB141";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320958 - CAMISA CILINDRO STD 4/6 MOTOR CUMMIN";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321150 - BUJAO BLOCO 36MM MOTOR 924LA";"6,000";"21,42";"0,000";"0,00";"0,000";"0,00";"6,000";"21,42";"";
"321190 - PARAFUSO SEXTAVADO SUPERALIMENTACAO ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1-4";
"321282 - BOMBA OLEO OLEO MAN VW17230 REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321350 - ANEL CONICO TUBULACAO COMBUSTIVEL BI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321522 - FILTRO SEPARADOR AGUA ELEMENTO 924LA";"3,000";"753,07";"0,000";"0,00";"0,000";"0,00";"3,000";"753,07";"";
"321615 - JUNTA TAMPA VALVULA RETENTOR MOTOR 9";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322097 - TUBO COLETOR ADMISSAO MOTOR 924LA RE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322182 - BIELA MOTOR STD 44MM MOTOR 924LA MB9";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322216 - CARACOL TURBINA B1G MOTOR 924 MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322697 - SUPORTE MOTOR LE MB1417";"1,000";"150,00";"0,000";"0,00";"0,000";"0,00";"1,000";"150,00";"";
"322720 - MOLA VALVULA ADMISSAO MOTOR 924LA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323258 - PARAFUSO PRESSAO TUBULACAO COMBUSTIV";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323279 - CALCO COMPENSADOR MOTOR MWM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323404 - TUBO RETORNO BICO COMBUSTIVEL MOTOR ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323405 - TAMPA ABASTECIMENTO OLEO LUBRIFICANT";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323407 - ANEL VEDACAO TAMPA OLEO LUBRIFICANTE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323461 - EIXO VIRABREQUIM MOTOR 924LA MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323513 - FILTRO SEPARADOR AGUA MAN VW17230/EU";"5,000";"1.153,67";"0,000";"0,00";"0,000";"0,00";"5,000";"1.153,67";"";
"323646 - PARAFUSO SEXTAVADO TAMPA MANCAL VIRA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323739 - COXIM SUSPENSAO MOTOR TRASEIRO 924LA";"4,000";"1.557,32";"2,000";"1.134,50";"1,000";"448,64";"5,000";"2.243,18";"";
"323776 - BOMBA HIDRAULICA MOTOR 924LA MB1417";"1,000";"680,00";"0,000";"0,00";"0,000";"0,00";"1,000";"680,00";"";
"324293 - COXIM MOTOR DIANTEIRO MB1417";"1,000";"365,33";"0,000";"0,00";"0,000";"0,00";"1,000";"365,33";"";
"324305 - TUBO REFLUXO OLEO BLOCO MOTOR 924 MB";"1,000";"104,06";"0,000";"0,00";"0,000";"0,00";"1,000";"104,06";"";
"324515 - BUJAO ALLEN CHAVE 6MM M14X1,50X12MM";"3,000";"21,96";"0,000";"0,00";"0,000";"0,00";"3,000";"21,96";"";
"324620 - SUPORTE COMPLETO MOTOR LD MB1417";"1,000";"419,87";"0,000";"0,00";"0,000";"0,00";"1,000";"419,87";"";
"324652 - TAMPA VEDADORA MANGA EIXO 45MM MB141";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"324728 - FREIO MOTOR COLETOR FLAGEADO 924LA M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"324751 - CABECOTE FILTRO SEPARADOR MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"325327 - CONEXAO ENCAIXE TRAVA CABECOTE FILTR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"325514 - FILTRO SEPARADOR AGUA COMPLETO 924LA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"325633 - PINO TAMPA MANCAL VIRABREQUIM BLOCO ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326009 - PECA DISTANCIADORA COLETOR ESCAPE MO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326010 - ANILHA APOIO CHAPA DEFLETORA TURBO C";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326011 - SUPORTE AMORTECEDOR COMPRESSOR AR VW";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326013 - PARAFUSO TORK APOIO CARTER VW17230/E";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326150 - ANEL VEDACAO ESCAPE FREIO MOTOR VW17";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326151 - CAIXA CAMBIO COMPLETO ZF8AP900B VW17";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326567 - PARAFUSO SEXTAVADO M12X1,75X40 VW172";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326615 - ABRACADEIRA MANGUEIRA TUBULACAO COMB";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326972 - MANGUEIRA TUBO DISTRIBUICAO COMBUSTI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"327204 - ENGRENAGEM ACIONAMENTO COMPRESSOR AR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"327247 - CARTER OLEO 924LA MB1417";"1,000";"419,94";"0,000";"0,00";"0,000";"0,00";"1,000";"419,94";"";
"1678 - ARRUELA ENCOSTO CATRACA FREIO MB1417";"0,000";"0,00";"2,000";"8,07";"0,000";"0,00";"2,000";"8,07";"B6-5";
"1911 - VALVULA PEDAL WABCO MB OF";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"1929 - MANETE ESTACIONAMENTO 4CIRCUITOS CAB";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"2178 - SUPORTE FREIO AR CARA CAVALO DIANTEI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"3182 - REPARO MANGUEIRA APU ANEIS TRAVA 06M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B6-4";
"6025 - REPARO MANETE FREIO MB1417";"3,000";"98,30";"0,000";"0,00";"0,000";"0,00";"3,000";"98,30";"A6-3";
"6289 - ARRUELA ENCOSTO CATRACA FREIO LISA 5";"2,000";"2,58";"0,000";"0,00";"0,000";"0,00";"2,000";"2,58";"";
"9661 - LONA FREIO TRASEIRO L640 VW15190";"11,000";"290,51";"0,000";"0,00";"0,000";"0,00";"11,000";"290,51";"";
"9717 - RETENTOR EIXO SAPATA FREIO MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A2-6";
"9725 - RETENTOR EIXO SAPATA FREIO TRASEIRO ";"2,000";"26,31";"0,000";"0,00";"0,000";"0,00";"2,000";"26,31";"A2-6";
"10146 - PINO PATIM FREIO MB1417";"24,000";"77,62";"0,000";"0,00";"0,000";"0,00";"24,000";"77,62";"B4";
"10332 - MOLA PATIM FREIO GRANDE VW9150";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"11843 - TAMBOR FREIO DIANTEIRO MB1417";"6,000";"2.543,75";"0,000";"0,00";"0,000";"0,00";"6,000";"2.543,75";"FU-ND-O";
"11975 - PINO CILINDRO CATRACA FREIO 14X30MM";"0,000";"0,00";"6,000";"17,55";"0,000";"0,00";"6,000";"17,55";"B6-5";
"12025 - CATRACA FREIO DIANTEIRO 4024 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"12033 - CATRACA FREIO TRASEIRO 4096 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"12653 - COROA CATRACA FREIO 26 ESTRIAS MB141";"2,000";"76,60";"0,000";"0,00";"0,000";"0,00";"2,000";"76,60";"A4-2";
"13188 - TRAVA PATIM FREIO AR MB916";"11,000";"16,74";"0,000";"0,00";"4,000";"6,09";"7,000";"10,65";"A3-5";
"13315 - ARRUELA ENCOSTO CATRACA FREIO DIANTE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"13692 - ARRUELA PRESSAO 14MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"14028 - CREMALHEIRA AJUSTADOR CATRACA AUTOMA";"1,000";"13,07";"0,000";"0,00";"0,000";"0,00";"1,000";"13,07";"B6-4";
"14150 - CUICA FREIO TRASEIRO 16X24 MB1721/17";"5,000";"1.630,20";"0,000";"0,00";"0,000";"0,00";"5,000";"1.630,20";"A5-5";
"14427 - EIXO S DIANTEIRO LD MB1417";"1,000";"150,13";"0,000";"0,00";"0,000";"0,00";"1,000";"150,13";"A2-5";
"14435 - EIXO S DIANTEIRO LE 253X202MM MB1417";"1,000";"124,00";"0,000";"0,00";"0,000";"0,00";"1,000";"124,00";"A2-5";
"14516 - REPARO VALVULA RELE MB1417";"3,000";"462,78";"0,000";"0,00";"0,000";"0,00";"3,000";"462,78";"A5-3";
"14877 - REPARO SECADOR AR VALVULA APU MB1417";"1,000";"45,30";"0,000";"0,00";"0,000";"0,00";"1,000";"45,30";"A7-3";
"14966 - CATRACA FREIO MANUAL 1141 VW9150/VOL";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"15539 - FILTRO SECADOR APU MB1417";"1,000";"86,84";"0,000";"0,00";"0,000";"0,00";"1,000";"86,84";"A2-2";
"18155 - LONA FREIO L552 MB1417";"6,000";"91,69";"0,000";"0,00";"4,000";"61,12";"2,000";"30,56";"A4-4";
"18236 - LONA FREIO TRASEIRO L551 MB1417";"8,000";"157,73";"0,000";"0,00";"0,000";"0,00";"8,000";"157,73";"A4-4";
"18252 - LONA FREIO TRASEIRO L227 MB1418";"11,000";"250,74";"0,000";"0,00";"4,000";"91,18";"7,000";"159,56";"A4-4";
"18872 - DIAFRAGMA CUICA FREIO 24""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B2";
"19232 - MOLA PATIM FREIO MB1417";"33,000";"153,12";"0,000";"0,00";"2,000";"9,28";"31,000";"143,84";"A3-6";
"19763 - TAMBOR FREIO TRASEIRO MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"20362 - PINO PATIM FREIO MB916";"3,000";"37,53";"0,000";"0,00";"0,000";"0,00";"3,000";"37,53";"A3-3";
"20788 - MOLA CUICA FREIO TRASEIRO EMERGENCIA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"21598 - REBITE LATONADO TUBULAR 8X22MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"22152 - REPARO CUICA FREIO 14/24""";"5,000";"513,33";"0,000";"0,00";"0,000";"0,00";"5,000";"513,33";"A5-4";
"22161 - DIAFRAGMA CUICA FREIO 6"" 1/2X16MM";"1,000";"13,45";"0,000";"0,00";"0,000";"0,00";"1,000";"13,45";"A5-4";
"22250 - REPARO CATRACA FREIO AUTOMATICA COMP";"1,000";"93,10";"0,000";"0,00";"0,000";"0,00";"1,000";"93,10";"A4-2";
"22705 - REPARO VALVULA RELE MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"22730 - REPARO VALVULA APU 4";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"23035 - JOGO ARRUELA AJUSTE CATRACA FREIO MB";"1,000";"10,00";"0,000";"0,00";"0,000";"0,00";"1,000";"10,00";"B6-5";
"23906 - LONA FREIO L559 MB916/VW9180";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
